pos,vel,acc
10.0,100.0,-18.4964
10.99815036,99.815036,-18.4964
11.99445359391971,99.63032339197096,-18.471260802904002
12.98891221226207,99.445861834236,-18.446155773496343
13.981528722117897,99.26165098558262,-18.42108486533835
14.972305627170517,99.07769050526207,-18.396048032054477
15.961245427700405,98.89398005298875,-18.37104522733219
16.9483506205898,98.71051928893954,-18.346076404921913
17.93362369932733,98.52730787375317,-18.321141518636928
18.917067154012628,98.34434546852964,-18.29624052235329
19.898683471360922,98.16163173482954,-18.271373370009737
20.878475134707656,97.97916633467347,-18.246540015607625
21.85644462401307,97.79694893054136,-18.22174041321081
22.832594415866787,97.61497918537191,-18.1969745169456
23.806926983492406,97.4332567625619,-18.17224228100064
24.779444796752063,97.25178132596562,-18.147543659626837
25.750150322151004,97.07055253989425,-18.12287860713729
26.719046022842157,96.88957006911518,-18.09824707790719
27.68613435863067,96.70883357885144,-18.073649026373722
28.65141778597848,96.52834273478108,-18.049084407036016
29.614898758008845,96.34809720303653,-18.024553174455036
30.576579724510886,96.16809665020399,-18.00005528325351
31.536463131944114,95.98834074332284,-17.975590688115826
32.494551423442964,95.80882914988496,-17.95115934378798
33.45084703882131,95.62956153783418,-17.926761205077465
34.40535241457697,95.45053757556565,-17.902396226853195
35.35806998389622,95.2717569319252,-17.87806436404543
36.30900217665831,95.09321927620874,-17.85376557164568
37.258151419439926,94.91492427816168,-17.829499804706636
38.205520135519706,94.73687160797826,-17.805267018342068
39.151110744882715,94.559060936301,-17.781067167726757
40.09492566422492,94.38149193422004,-17.756900208096415
41.03696730695764,94.20416427327257,-17.732766094747582
41.977238083212065,94.02707762544219,-17.70866478303757
42.91574039984365,93.85023166315834,-17.68459622838435
43.85247666043661,93.67362605929567,-17.660560386266503
44.78744926530834,93.49726048717343,-17.636557212223114
45.720660611513885,93.3211346205549,-17.61258666185369
46.65211309285035,93.14524813364672,-17.5886486908181
47.58180909986133,92.96960070109836,-17.56474325483646
48.509751019841346,92.79419199800147,-17.540870309689083
49.435941236840236,92.6190216998893,-17.51702981121637
50.3603821316676,92.44408948273612,-17.493221715318757
51.283076081897164,92.26939502295656,-17.469445977956596
52.20402546187121,92.09493799740505,-17.44570255515012
53.12323264270496,91.92071808337526,-17.421991402979312
54.04069999229095,91.74673495859942,-17.398312477583865
54.95642987530343,91.57298830124779,-17.37466573516308
55.87042465320271,91.39947778992803,-17.351051131975794
56.78268668423956,91.22620310368463,-17.32746862434028
57.69321832345954,91.05316392199828,-17.303918168634194
58.602021922707394,90.88035992478534,-17.280399721294476
59.509099830631364,90.70779079239716,-17.256913238817276
60.41445439268756,90.53545620561958,-17.23345867775787
61.318087951144285,90.36335584567227,-17.210035994730582
62.22000284508637,90.19148939420819,-17.1866451464087
63.1202014104195,90.01985653331295,-17.163286089524412
64.01868597987453,89.84845694550425,-17.139958780868696
64.91545888301185,89.67729031373133,-17.116663177291265
65.81052244622559,89.50635632137433,-17.09339923570048
66.70387899274803,89.33565465224369,-17.07016691306327
67.59553084265383,89.16518499057963,-17.04696616640505
68.48548031286434,88.99494702105153,-17.02379695280964
69.37372971715192,88.82494042875734,-17.0006592294192
70.26028136614414,88.655164899223,-16.977552953434127
71.14513756732816,88.48562011840187,-16.954478082112995
72.02830062505491,88.31630577267414,-16.931434572772474
72.90977284054337,88.14722154884628,-16.908422382787233
73.78955651188487,87.97836713415037,-16.885441469589892
74.66765393404731,87.80974221624366,-16.862491790670916
75.54406739887939,87.64134648320788,-16.839573303578543
76.41879919511487,87.4731796235487,-16.816685965918715
77.29185160837682,87.30524132619516,-16.793829735355
78.1632269211818,87.13753128049908,-16.77100456960849
79.03292741294415,86.9700491762345,-16.748210426457753
79.90095535998012,86.80279470359712,-16.725447263738737
80.76731303551216,86.63576755320366,-16.7027150393447
81.63200270967307,86.4689674160914,-16.680013711226124
82.49502664951025,86.3023939837175,-16.65734323739065
83.35638711898983,86.13604694795846,-16.63470357590298
84.21608637900093,85.96992600110961,-16.612094684884827
85.07412668735977,85.80403083588446,-16.589516522514813
85.93051029881391,85.63836114541418,-16.5669690470284
86.78523946504639,85.472916623247,-16.544452216717822
87.63831643467987,85.30769696334768,-16.521965989931992
88.48974345328084,85.14270186009692,-16.499510325076436
89.33952276336375,84.9779310082908,-16.477085180613212
90.18765660439514,84.81338410314018,-16.454690515060836
91.03414721279785,84.64906084027024,-16.432326286994194
91.87899682195504,84.4849609157198,-16.40999245504449
92.72220766221444,84.3210840259408,-16.387688977899142
93.56378196089243,84.15742986779779,-16.36541581430172
94.4037219422781,83.99399813856726,-16.34317292305187
95.24202982763747,83.83078853593722,-16.320960263005233
96.07870783521753,83.66780075800648,-16.29877779307337
96.91375818025037,83.50503450328424,-16.276625472223692
97.74718307495726,83.34248947068944,-16.254503259479375
98.57898472855277,83.18016535955024,-16.232411113919287
99.4091653472488,83.01806186960347,-16.21034899467791
100.23772713425875,82.85617870099402,-16.18831686094529
